# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# FG       = Etmaalgemiddelde windsnelheid (in 0.1 m/s); 
# FHN      = Laagste uurgemiddelde windsnelheid (in 0.1 m/s); 
# FHNH     = Uurvak waarin FHN is gemeten; 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TNH      = Uurvak waarin TN is gemeten; 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# TXH      = Uurvak waarin TX is gemeten; 
# DR       = Duur van de neerslag (in 0.1 uur); 
# RH       = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHX      = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHXH     = Uurvak waarin RHX is gemeten; 
# NG       = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar); 
# 
# STN,YYYYMMDD,   FG,  FHN, FHNH,   TG,   TN,  TNH,   TX,  TXH,   DR,   RH,  RHX, RHXH,   NG
# 
  344,20110809,   50,   20,   22,  141,   85,   24,  178,   14,    9,    6,    5,   18,    6
  344,20110810,   60,   20,    3,  158,   80,    2,  204,   13,    2,    1,    1,   21,    6
  344,20110811,   76,   60,   15,  175,  159,    5,  211,   13,   12,   32,   12,   14,    8
  344,20110812,   33,    0,   21,  180,  151,   23,  212,   13,   28,   44,   34,    4,    8
  344,20110813,   39,   10,    1,  180,  156,    1,  200,   10,   45,   48,   23,   15,    8
  344,20110814,   36,   20,    4,  175,  144,   23,  208,   11,   44,   82,   39,    3,    5
  344,20110815,   24,   10,    4,  167,  126,   23,  207,   14,    0,    0,    0,    1,    3
  344,20110816,   38,   20,    1,  181,  150,    4,  218,   14,    0,   -1,   -1,    3,    7
  344,20110817,   31,   20,    5,  174,  147,   23,  216,   12,    0,   -1,   -1,   22,    6
  344,20110818,   35,   10,   22,  165,  140,    3,  194,   15,    8,   14,   13,   16,    8
  344,20110819,   33,    0,   21,  157,  117,   23,  188,   15,   12,    6,    3,    2,    4
  344,20110820,   28,   10,   17,  174,  118,    2,  229,   13,    0,   -1,   -1,   16,    4
  344,20110821,   41,   20,   24,  199,  156,    2,  265,   11,    1,   11,   11,    8,    4
  344,20110822,   22,   10,    1,  177,  138,    4,  221,   12,   28,   15,    8,   16,    5
  344,20110823,   40,   10,    3,  190,  160,    4,  247,   15,   48,  100,   37,   10,    7
  344,20110824,   29,   20,    8,  176,  129,   24,  191,    1,   35,   62,   31,   10,    7
  344,20110825,   29,   10,    5,  174,  109,    2,  236,   12,    0,    0,    0,    1,    5
  344,20110826,   53,   20,    7,  177,  150,   23,  211,   11,   20,  110,   87,    7,    7
  344,20110827,   42,   10,   19,  143,  117,   22,  180,   10,   86,  296,   69,   22,    7
  344,20110828,   57,   30,   24,  149,  120,    1,  180,   15,   46,  127,   38,    3,    6
  344,20110829,   46,   10,   21,  142,  105,   24,  167,   14,    0,   -1,   -1,    7,    7
  344,20110830,   23,   10,    1,  139,  100,    1,  183,   15,    2,    1,    1,   24,    6
  344,20110831,   18,    0,   23,  144,   94,   24,  187,   14,   12,    6,    4,    4,    6
  344,20110901,   17,    0,    4,  132,   74,    3,  189,   14,    0,    0,    0,    1,    3
  344,20110902,   26,   10,    3,  172,   91,    2,  248,   14,    0,    0,    0,    1,    0
  344,20110903,   26,   10,    2,  218,  139,    3,  278,   15,    9,   59,   59,   24,    3
  344,20110904,   33,   20,    1,  184,  135,   24,  211,   14,   16,   52,   28,    1,    7
  344,20110905,   78,   50,    1,  153,  128,   12,  184,   14,   28,   68,   36,   12,    6
  344,20110906,   95,   70,    4,  155,  140,   22,  165,   19,  102,  254,  115,   22,    8
  344,20110907,   78,   50,   19,  153,  128,   22,  175,   11,   35,   44,   11,   20,    7
  344,20110908,   62,   40,   19,  153,  124,    2,  168,   16,   50,   60,   21,    1,    8
  344,20110909,   38,   20,   22,  177,  158,   23,  203,   13,    0,   -1,   -1,   10,    8
  344,20110910,   40,   20,    1,  210,  165,    1,  255,   17,   18,   13,    8,   19,    7
  344,20110911,   58,   20,   17,  170,  149,   16,  192,   14,   11,  119,  118,   16,    5
  344,20110912,   98,   70,    2,  170,  149,    6,  209,   15,    8,    7,    3,    6,    6
  344,20110913,   80,   50,   22,  157,  139,   18,  181,   15,   12,   70,   36,   19,    5
  344,20110914,   60,   20,   24,  145,  113,   24,  170,   12,    0,   -1,   -1,    5,    4
  344,20110915,   20,   10,    6,  139,   92,   24,  182,   15,    0,    0,    0,    1,    3
  344,20110916,   41,   20,    5,  146,   79,    5,  189,   14,    2,    2,    2,   16,    4
  344,20110917,   59,   40,   24,  149,  116,   24,  167,   10,   44,   62,   18,   15,    7
  344,20110918,   39,   20,   17,  122,   93,   24,  157,   14,   15,   12,    6,   12,    4
  344,20110919,   39,   10,    4,  134,   89,    6,  174,   14,    0,   -1,   -1,    2,    2
  344,20110920,   60,   40,    1,  161,  127,    1,  182,   13,    0,    0,    0,    1,    8
  344,20110921,   62,   40,    7,  161,  138,   24,  189,   14,    0,   -1,   -1,   15,    7
  344,20110922,   45,   20,   23,  149,  106,   24,  181,   13,    0,   -1,   -1,    4,    7
  344,20110923,   23,    0,   19,  143,   92,   24,  184,   12,    0,    0,    0,    1,    3
  344,20110924,   15,    0,    5,  138,   74,    4,  203,   13,    0,    0,    0,    1,    1
  344,20110925,   23,    0,    1,  158,   85,    5,  219,   15,    0,    0,    0,    1,    2
  344,20110926,   31,   10,    1,  167,  112,    1,  216,   11,   20,   21,   17,   18,    6
  344,20110927,   15,    0,   20,  160,  101,   24,  203,   16,    0,    0,    0,    1,    5
  344,20110928,   25,   10,    1,  172,   92,    3,  235,   14,    0,    0,    0,    1,    0
  344,20110929,   23,    0,    3,  186,  117,    5,  257,   15,    0,    0,    0,    1,    0
  344,20110930,   15,    0,    3,  177,  106,    5,  253,   14,    0,    0,    0,    1,    0
  344,20111001,    8,    0,    2,  169,   98,    5,  260,   15,    0,    0,    0,    1,    0
  344,20111002,   13,    0,    2,  168,   89,    6,  252,   14,    0,    0,    0,    1,    1
  344,20111003,   45,   20,    1,  190,  127,    3,  230,   15,    0,    0,    0,    1,    1
  344,20111004,   58,   40,    8,  171,  159,   21,  196,   14,    0,    0,    0,    1,    6
  344,20111005,   81,   50,    4,  174,  164,    8,  189,   15,    1,    1,    1,    7,    8
  344,20111006,   84,   60,   17,  140,  101,   24,  174,    1,   27,   37,    8,    8,    6
  344,20111007,   62,   40,   23,  113,   82,    4,  149,   14,   82,  141,   33,   15,    6
  344,20111008,   35,   10,   22,  107,   88,   21,  138,   13,   78,  135,   25,   15,    7
  344,20111009,   53,   10,    1,  131,   90,    1,  178,   21,   39,   24,   11,   13,    8
  344,20111010,   95,   80,    1,  168,  162,   24,  174,   10,    0,   -1,   -1,    1,    8
  344,20111011,   78,   10,   22,  161,  138,   21,  177,   12,   49,   28,    7,   22,    8
  344,20111012,   25,   10,    5,  120,  103,   23,  140,    1,  130,   94,   17,   16,    8
  344,20111013,   21,   10,    1,  104,   48,   24,  152,   15,    0,    0,    0,    1,    4
  344,20111014,   29,   10,    1,   88,   25,    4,  147,   14,    0,    0,    0,    1,    0
  344,20111015,   29,   20,    3,   81,   16,    5,  138,   14,    0,    0,    0,    1,    0
  344,20111016,   25,   10,   18,   89,   34,    6,  150,   15,    0,    0,    0,    1,    1
  344,20111017,   52,   20,    1,  128,   67,    1,  168,   13,    0,    0,    0,    1,    6
  344,20111018,   68,   50,    8,  113,   81,    7,  141,    4,   49,   62,   22,    7,    6
  344,20111019,   41,   20,   23,   94,   51,   24,  127,   12,   20,   35,   17,   23,    4
  344,20111020,   27,   10,   18,   66,   30,   23,  119,   13,   44,   59,   11,    5,    5
  344,20111021,   40,   20,    2,   83,   35,    4,  125,   13,    0,    0,    0,    1,    3
  344,20111022,   41,   20,    3,   74,   23,    5,  114,   15,    0,    0,    0,    1,    0
  344,20111023,   47,   40,   14,   95,   52,    6,  161,   14,    0,    0,    0,    1,    0
  344,20111024,   73,   50,    1,   92,   52,    6,  126,   14,    0,    0,    0,    1,    1
  344,20111025,   57,   30,   21,  105,   93,   18,  126,    1,   41,   21,    8,   11,    8
  344,20111026,   59,   40,    1,  112,   91,   24,  139,   15,    3,    1,    1,    8,    4
  344,20111027,   43,   30,   16,  119,   82,    5,  166,   15,    0,    0,    0,    1,    6
  344,20111028,   18,   10,   10,  127,   91,   23,  164,   12,   14,   15,   11,    8,    7
  344,20111029,   28,   10,    2,  132,   79,    5,  168,   14,    0,    0,    0,    1,    6
  344,20111030,   43,   30,   23,  134,  119,    1,  144,   21,    0,   -1,   -1,   12,    8
  344,20111031,   36,   20,   22,  140,  115,   24,  167,   12,    0,    0,    0,    1,    3
  344,20111101,   39,   20,   22,  130,  102,    7,  163,   14,   43,   26,   11,   18,    4
  344,20111102,   38,   20,    1,  118,   86,    2,  148,   14,    0,   -1,   -1,    1,    5
  344,20111103,   50,   30,    3,  151,  117,    1,  173,   24,    0,   -1,   -1,    8,    8
  344,20111104,   54,   20,   18,  150,  112,   19,  179,   14,    0,   -1,   -1,    1,    5
  344,20111105,   19,    0,   18,  127,   82,   22,  176,   14,    5,    1,    1,    6,    5
  344,20111106,   40,   20,    1,  123,  108,    1,  132,   11,    0,    0,    0,    1,    8
  344,20111107,   57,   40,   19,  101,   90,   23,  113,    1,    0,    0,    0,    1,    8
  344,20111108,   42,   30,   21,   91,   73,   24,  112,   14,    0,    0,    0,    1,    7
  344,20111109,   25,   10,    2,  100,   62,   20,  147,   14,    0,   -1,   -1,    8,    4
  344,20111110,   39,   20,    5,   77,   45,    6,  129,   13,    0,    0,    0,    1,    3
  344,20111111,   53,   30,   22,   80,   57,    1,  105,   13,    0,    0,    0,    1,    3
  344,20111112,   26,   20,    3,   73,   45,   23,  120,   14,    0,    0,    0,    1,    0
  344,20111113,   35,   20,    1,   51,   38,    3,   66,   15,    0,    0,    0,    1,    6
  344,20111114,   24,   10,   21,   36,    2,   23,   73,   15,    0,    0,    0,    1,    4
  344,20111115,   35,   20,    1,   14,  -15,    3,   63,   14,    0,    0,    0,    1,    2
  344,20111116,   28,   10,   20,   18,  -31,    7,   67,   14,    0,    0,    0,    1,    0
  344,20111117,   30,   20,   12,   54,   10,    2,   89,   24,    0,    0,    0,    1,    8
  344,20111118,   33,   10,   23,   73,    9,   24,   98,   14,    0,    0,    0,    1,    4
  344,20111119,   10,    0,   19,   39,   -7,   24,  106,   15,    0,    0,    0,    1,    5
  344,20111120,   15,    0,    6,   26,  -15,    2,   59,   12,    0,    0,    0,    1,    8
  344,20111121,   19,   10,   15,   22,   14,    7,   30,   15,    0,    0,    0,    1,    8
  344,20111122,   12,   10,    1,   48,    1,    8,   96,   14,    0,    0,    0,    1,    6
  344,20111123,   22,    0,    3,   92,   57,    1,  127,   11,    4,    8,    8,    7,    7
  344,20111124,   48,   30,    2,   87,   65,    6,  113,   13,    0,    0,    0,    1,    6
  344,20111125,   65,   40,   18,   98,   81,   23,  122,   13,    0,   -1,   -1,   10,    5
  344,20111126,   68,   40,    2,   96,   60,    7,  116,   16,    0,    0,    0,    1,    5
  344,20111127,   79,   20,   23,   98,   52,   24,  144,   13,    2,    2,    2,   13,    5
  344,20111128,   38,   20,    1,   60,   16,    3,   96,   14,    0,    0,    0,    1,    2
  344,20111129,   74,   50,    7,   83,   66,    1,  107,   12,   18,   10,    5,   21,    7
  344,20111130,   54,   40,    3,   79,   57,    4,  107,   13,    0,    0,    0,    1,    2
  344,20111201,   59,   10,   19,   95,   57,    1,  123,   15,  100,  182,   36,   20,    8
  344,20111202,   44,   20,    5,   71,   43,    8,   97,   11,   36,   61,   23,    1,    5
  344,20111203,   78,   50,   17,   87,   58,    1,  110,   13,   68,   87,   18,   11,    7
  344,20111204,   60,   40,   19,   85,   59,   22,   96,    1,    4,   11,    8,   20,    7
  344,20111205,   77,   70,    7,   60,   49,    7,   73,   12,    6,    3,    2,   24,    5
  344,20111206,   64,   40,   19,   59,   44,   24,   76,   10,   16,   10,    5,   11,    5
  344,20111207,  102,   50,    3,   74,   42,    1,   86,   12,   41,   53,   16,    5,    7
  344,20111208,   90,   30,    6,   75,   36,    7,  108,   22,   51,  113,   52,   22,    7
  344,20111209,   78,   50,   17,   64,   40,   21,   87,    1,    7,    8,    6,   20,    5
  344,20111210,   43,   30,    5,   44,   12,   18,   71,   12,    4,    4,    4,    8,    4
  344,20111211,   50,   30,    1,   47,   26,    6,   64,   15,    4,    3,    3,   24,    7
  344,20111212,   66,   40,    1,   71,   54,    1,   84,   14,   33,   20,   14,    1,    6
  344,20111213,  105,   70,   16,   79,   49,   24,  108,   11,   60,  104,   25,    2,    5
  344,20111214,   78,   30,    8,   51,   36,   18,   66,    2,   45,   91,   45,    6,    7
  344,20111215,   80,   50,   21,   53,   37,    3,   72,   14,   77,   71,   19,   15,    8
  344,20111216,   50,   10,   20,   40,   17,   23,   56,    1,  160,  159,   22,    5,    7
  344,20111217,   44,   10,   24,   47,   16,   22,   72,   12,   70,   68,   14,   24,    5
  344,20111218,   35,   10,   21,   29,    0,   23,   57,   14,   55,   68,   25,    2,    5
  344,20111219,   54,   20,    1,   24,    6,    7,   51,   12,  101,   78,   12,   22,    6
  344,20111220,   57,   40,    3,   65,   24,    1,   84,   13,   37,   29,    8,    2,    7
  344,20111221,   28,   10,    5,   60,   41,    3,   70,   24,   43,   35,   24,    5,    8
  344,20111222,   43,   30,    1,   96,   69,    1,  105,    8,   21,    4,    1,    6,    8
  344,20111223,   70,   40,    3,   90,   60,   23,  104,   10,   56,   42,   14,   22,    8
  344,20111224,   70,   50,   14,   67,   53,    6,   79,   12,   35,   38,   12,    1,    6
  344,20111225,   81,   70,    1,   96,   72,    1,  109,   23,    0,   -1,   -1,    5,    8
  344,20111226,   68,   50,   17,  108,   91,   24,  120,   12,    0,   -1,   -1,    3,    8
  344,20111227,   47,   30,   15,   85,   68,   24,   94,    3,    0,    0,    0,    1,    8
  344,20111228,   79,   60,    1,   67,   55,   11,   79,   20,    0,    0,    0,    1,    7
  344,20111229,   85,   70,    9,   70,   39,   20,   84,   17,   44,   91,   25,   20,    7
  344,20111230,   62,   20,   19,   52,   18,   18,   77,   13,   37,   42,   13,    7,    6
  344,20111231,   55,   40,    5,   89,   44,    1,  110,   13,   77,   27,    7,    7,    8
  344,20120101,   79,   60,   14,  116,  100,   24,  129,   21,  120,  207,   59,   21,    8
  344,20120102,   60,   40,    7,   75,   50,   22,  102,    2,    0,   -1,   -1,   13,    5
  344,20120103,  110,   80,   23,   75,   55,    1,  102,   15,   66,  144,   49,   15,    5
  344,20120104,  103,   90,    1,   76,   63,    8,   92,   24,   30,   36,   19,   21,    7
  344,20120105,  119,   80,    7,   77,   41,   21,  101,    5,   42,   84,   25,    6,    7
  344,20120106,   75,   40,   17,   66,   41,    1,   83,   11,    6,    8,    5,    2,    7
  344,20120107,   79,   60,   20,   81,   59,    1,   95,    6,   36,   30,   15,    4,    5
  344,20120108,   53,   20,   20,   70,   33,   21,   90,   13,    0,   -1,   -1,    2,    6
  344,20120109,   43,   20,   24,   87,   70,    1,   98,   17,   20,    8,    5,    3,    8
  344,20120110,   37,   20,    1,   75,   26,    7,   95,   15,    0,    0,    0,    1,    6
  344,20120111,   49,   40,    1,   86,   79,    7,   94,    1,   25,   10,    7,   10,    8
  344,20120112,   75,   40,   20,   78,   44,   24,   99,   12,    8,    9,    7,   14,    6
  344,20120113,   45,   10,   23,   56,   42,    1,   73,   13,    6,    4,    3,    5,    5
  344,20120114,   19,    0,   20,   34,  -14,   23,   71,   11,    0,   -1,   -1,    9,    5
  344,20120115,   15,    0,    1,   16,  -20,   24,   66,   12,    0,    0,    0,    1,    5
  344,20120116,   22,    0,   24,   -1,  -37,   24,   46,   14,    0,    0,    0,    1,    0
  344,20120117,   25,   10,    1,    3,  -51,    6,   56,   13,    0,    0,    0,    1,    0
  344,20120118,   60,   30,    1,   34,   -4,    1,   73,   24,   87,   32,    7,   22,    8
  344,20120119,   54,   20,   10,   74,   39,   23,   93,    7,  119,  144,   30,    7,    7
  344,20120120,   66,   20,   20,   50,   11,   20,   67,   10,    0,   -1,   -1,   15,    6
  344,20120121,   87,   30,    1,   81,   49,    1,  105,   12,   52,   35,   22,   13,    7
  344,20120122,   85,   30,   21,   72,   57,   20,  101,   14,   17,   19,    9,   21,    6
  344,20120123,   47,   30,    5,   56,   25,   24,   77,   13,   21,   16,    6,   19,    6
  344,20120124,   30,   20,    5,   34,   -2,    6,   62,   13,    7,    5,    4,   14,    6
  344,20120125,   45,   40,    1,   51,   37,    4,   63,   15,   36,    5,    1,    4,    8
  344,20120126,   50,   30,   17,   61,   38,   23,   81,   15,   59,   33,   10,   15,    6
  344,20120127,   45,   30,   18,   47,   24,    6,   78,   14,    0,   -1,   -1,   24,    3
  344,20120128,   27,   20,    4,   34,    1,   24,   62,   13,    0,   -1,   -1,    2,    7
  344,20120129,   38,   20,    1,   -3,  -14,   19,   12,    7,    0,    0,    0,    1,    8
  344,20120130,   28,   20,    4,  -14,  -19,   21,   -9,   23,    5,    1,    1,   19,    8
  344,20120131,   56,   40,    1,  -32,  -58,   24,   -9,    1,    0,   -1,   -1,    1,    2
  344,20120201,   75,   60,    4,  -45,  -72,    6,  -10,   14,    0,    0,    0,    1,    0
  344,20120202,   60,   30,   24,  -60,  -81,    8,  -32,   14,    0,    0,    0,    1,    0
  344,20120203,   28,    0,    5,  -71, -119,   22,  -30,   12,   26,   27,   12,   13,    5
  344,20120204,   20,   10,    1,  -98, -165,    5,  -38,   15,    0,    0,    0,    1,    2
  344,20120205,   42,   10,   24,  -58,  -78,    4,  -45,   15,    0,    0,    0,    1,    8
  344,20120206,   22,   10,    2,  -63, -105,   23,  -30,   14,    0,    0,    0,    1,    2
  344,20120207,   46,   20,    1,  -81, -142,    8,  -36,   24,    0,    0,    0,    1,    1
  344,20120208,   55,   20,   23,  -34,  -86,   24,   -9,   14,    0,    0,    0,    1,    5
  344,20120209,   22,   10,    1,  -50, -106,    5,    8,   15,    0,   -1,   -1,   16,    3
  344,20120210,   30,   10,    3,  -67, -109,    8,  -24,   15,    0,    0,    0,    1,    0
  344,20120211,   29,   10,   21,  -76, -132,    5,  -28,   14,    0,    0,    0,    1,    3
  344,20120212,   19,    0,    4,  -34, -108,    2,    0,   24,   18,    5,    2,   15,    8
  344,20120213,   32,   20,    1,   32,    0,    1,   50,   12,   51,   18,    6,   21,    8
  344,20120214,   56,   40,    5,   49,   29,    8,   62,   13,   48,   19,    4,   20,    7
  344,20120215,   85,   50,   24,   61,   50,    7,   75,   13,   61,   29,    7,   14,    8
  344,20120216,   39,   20,    9,   57,   32,   18,   78,   13,   22,    6,    3,   24,    7
  344,20120217,   44,   30,    9,   70,   57,    1,   94,   13,   15,    4,    2,    2,    8
  344,20120218,   80,   30,   22,   70,   38,   23,   89,   12,   42,   80,   33,   20,    7
  344,20120219,   46,   10,   23,   23,  -25,   24,   56,   11,   27,   25,    5,    5,    5
  344,20120220,   49,   10,    3,   29,  -18,    8,   61,   14,    0,   -1,   -1,    1,    4
  344,20120221,   71,   60,    8,   63,   29,    3,   98,   15,    0,    0,    0,    1,    7
  344,20120222,   87,   60,    1,   70,   56,   20,   84,   12,   26,   26,   11,   20,    7
  344,20120223,   59,   30,    9,   99,   70,    1,  122,   14,    0,   -1,   -1,    1,    8
  344,20120224,   50,   20,   21,   78,   49,   24,   93,    1,    5,    1,    1,   19,    8
  344,20120225,   35,   10,    2,   59,   22,    2,   96,   13,    0,    0,    0,    1,    4
  344,20120226,   29,   20,    3,   58,   15,   23,   94,   13,    0,    0,    0,    1,    7
  344,20120227,   45,   10,    1,   60,   12,    2,   79,   24,    0,    0,    0,    1,    8
  344,20120228,   33,   20,   17,   86,   74,    4,   98,   15,   11,    3,    2,    6,    8
  344,20120229,   31,   10,    6,   82,   71,   19,   87,    1,    0,   -1,   -1,    1,    8
  344,20120301,   16,    0,   15,   88,   71,   24,  100,   16,    0,    0,    0,    1,    8
  344,20120302,   27,   20,    1,   77,   45,   22,  107,   16,    0,    0,    0,    1,    7
  344,20120303,   35,   20,    3,   96,   71,   24,  123,   15,    0,   -1,   -1,   19,    6
  344,20120304,   38,   30,    3,   79,   51,    4,  110,   14,   74,   43,   13,   17,    6
  344,20120305,   49,   30,    1,   52,   35,   19,   88,    1,   49,   45,   17,    4,    8
  344,20120306,   30,   20,    4,   56,   30,    8,   95,   15,    0,    0,    0,    1,    6
  344,20120307,   63,   40,    1,   48,   33,    6,   69,   19,   72,  123,   26,   14,    7
  344,20120308,   43,   20,   19,   56,   18,   21,   83,   16,    0,    0,    0,    1,    6
  344,20120309,   51,   30,    1,   77,   39,    4,  105,   11,    0,    0,    0,    1,    7
  344,20120310,   33,   10,   21,   90,   79,   24,  119,   15,    4,    1,    1,    7,    8
  344,20120311,   24,   10,    1,   82,   36,    7,  131,   13,    0,    0,    0,    1,    2
  344,20120312,   23,   10,    4,   74,   17,    5,  133,   14,    0,    0,    0,    1,    3
  344,20120313,   19,   10,    8,   80,   70,   21,   95,   12,    0,    0,    0,    1,    8
  344,20120314,   15,   10,    2,   63,   21,   24,   88,   14,    0,    0,    0,    1,    5
  344,20120315,   20,   10,    2,   85,   -2,    6,  161,   16,    0,    0,    0,    1,    0
  344,20120316,   40,   10,   20,   80,   53,   20,  113,   16,    0,    0,    0,    1,    6
  344,20120317,   43,   30,    3,   93,   53,    5,  119,   13,    0,   -1,   -1,   18,    6
  344,20120318,   45,   20,   22,   71,   28,   24,   99,    3,   12,    7,    5,    4,    7
  344,20120319,   29,   10,    1,   52,  -11,    4,  110,   14,    0,    0,    0,    1,    1
  344,20120320,   34,   10,   21,   75,   23,    6,  123,   12,    0,    0,    0,    1,    3
  344,20120321,   20,   10,    1,   89,   21,    6,  153,   15,    0,    0,    0,    1,    0
  344,20120322,   36,   20,    1,  118,   44,    3,  189,   15,    0,    0,    0,    1,    0
  344,20120323,   23,   10,   21,  116,   53,    7,  184,   14,    0,    0,    0,    1,    0
  344,20120324,   25,   10,    1,  107,   48,    6,  178,   13,    0,    0,    0,    1,    1
  344,20120325,   34,   20,   23,   95,   49,    7,  165,   15,    0,    0,    0,    1,    3
  344,20120326,   29,   10,    4,   97,   36,    6,  162,   14,    0,    0,    0,    1,    0
  344,20120327,   17,    0,    4,   93,   27,    5,  166,   13,    0,    0,    0,    1,    0
  344,20120328,   18,    0,    3,   93,   29,    3,  173,   14,    0,    0,    0,    1,    1
  344,20120329,   34,   10,    1,   74,   17,    4,  119,   11,    0,    0,    0,    1,    6
  344,20120330,   49,   20,   21,   84,   61,    1,   94,   14,    0,   -1,   -1,   10,    7
  344,20120331,   52,   20,   21,   65,    5,   24,   98,   10,    0,   -1,   -1,   10,    6
  344,20120401,   28,   10,    1,   46,   -8,    4,   96,   13,    0,    0,    0,    1,    3
  344,20120402,   18,    0,   21,   77,   11,    3,  133,   13,    0,    0,    0,    1,    4
  344,20120403,   20,   10,    1,   88,   16,    2,  135,   11,    0,   -1,   -1,   23,    6
  344,20120404,   32,   10,    1,   71,   32,    2,   90,   13,   36,   40,   20,   21,    7
  344,20120405,   48,   10,   24,   56,    8,   24,   87,   14,    0,    0,    0,    1,    6
  344,20120406,   25,    0,    5,   53,  -14,    4,   93,   12,   28,   10,    5,   22,    3
  344,20120407,   38,    0,   24,   53,   22,   23,   77,   15,   13,    3,    1,    2,    7
  344,20120408,   40,    0,    4,   68,   15,    2,   99,   16,   40,   30,   20,   24,    8
  344,20120409,   70,   50,    2,   93,   79,    1,  104,   12,  164,   65,   10,   17,    8
  344,20120410,   56,   20,   20,   95,   66,   20,  121,   13,   49,   23,    6,    3,    7
  344,20120411,   38,   10,   22,   78,   40,   24,  120,   13,    7,   13,   10,   15,    6
  344,20120412,   18,   10,    1,   66,    9,    7,  126,   15,    0,   -1,   -1,   12,    5
  344,20120413,   18,   10,    1,   65,   16,    5,  111,   11,    0,    0,    0,    1,    5
  344,20120414,   29,    0,    2,   66,    4,    6,  113,   15,    0,    0,    0,    1,    4
  344,20120415,   49,   20,   22,   64,   25,   24,   93,   14,    0,    0,    0,    1,    6
  344,20120416,   37,   10,   21,   49,    3,   24,   94,   14,    8,    6,    2,    3,    4
  344,20120417,   70,   10,    1,   53,  -11,    2,   90,   12,   28,   35,   16,   15,    7
  344,20120418,   69,   50,    4,   83,   49,    5,  114,   14,   17,    8,    5,   19,    6
  344,20120419,   59,   40,   20,   86,   70,   21,  128,   14,   32,   32,   12,   19,    7
  344,20120420,   45,   30,   13,   84,   62,   24,  126,   14,    9,   15,   11,   12,    7
  344,20120421,   47,   30,    1,   78,   47,   21,  119,   14,    7,   12,   11,   18,    7
  344,20120422,   58,   40,   21,   93,   72,    1,  131,   14,    3,    1,    1,    8,    6
  344,20120423,   55,   40,   19,   93,   75,    3,  135,   14,   62,   38,   16,    3,    7
  344,20120424,   27,   10,   16,   89,   72,    3,  117,   17,   33,   30,   18,   14,    8
  344,20120425,   66,   40,    1,   99,   65,    2,  127,   11,   26,   25,    9,   14,    6
  344,20120426,   79,   50,   20,  117,   72,   13,  145,   11,   19,   66,   57,   13,    6
  344,20120427,   50,   10,   19,  121,   99,    5,  159,   13,    7,    4,    3,   15,    6
  344,20120428,   63,   20,    1,  100,   88,   22,  111,    1,   72,  119,   61,    6,    8
  344,20120429,   40,   10,   14,  123,   86,   24,  188,   17,    4,    1,    1,   14,    6
  344,20120430,   43,   10,    2,  155,   48,    4,  216,   13,    0,    0,    0,    1,    3
  344,20120501,   33,   10,   20,  137,   87,   24,  184,   13,   33,  102,   50,    6,    6
  344,20120502,   21,   10,    2,  120,   60,    4,  155,   12,   44,  113,  100,   22,    7
  344,20120503,   35,   20,    1,  117,  102,   24,  133,   14,    0,    0,    0,    1,    8
  344,20120504,   38,   20,   18,   94,   78,   20,  108,   10,    0,    0,    0,    1,    8
  344,20120505,   42,   20,    1,   85,   68,    4,  101,   13,    0,    0,    0,    1,    8
  344,20120506,   45,   10,   21,   89,   58,    5,  125,   13,    0,    0,    0,    1,    7
  344,20120507,   38,   20,    1,  112,   48,    1,  154,   16,    2,    1,    1,   23,    7
  344,20120508,   35,    0,   21,  133,  107,    6,  170,   16,   64,   66,   14,   21,    8
  344,20120509,   39,   20,   20,  155,  125,    6,  184,   15,   22,  124,   77,    5,    8
  344,20120510,   65,   40,    1,  180,  157,    3,  209,   15,   47,   54,   15,    7,    8
  344,20120511,   65,   20,   24,  127,   56,   24,  165,    1,    0,   -1,   -1,    1,    6
  344,20120512,   31,   10,    5,   83,   28,   23,  125,   11,    4,    2,    2,    7,    4
  344,20120513,   24,   10,    1,   95,   25,    4,  153,   15,    0,    0,    0,    1,    1
  344,20120514,   54,   30,   20,  112,   71,    1,  159,   13,   23,   15,    6,   23,    3
  344,20120515,   47,   20,    6,   94,   65,   24,  126,   15,   39,  106,   37,    6,    7
