# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# FG       = Etmaalgemiddelde windsnelheid (in 0.1 m/s); 
# FHN      = Laagste uurgemiddelde windsnelheid (in 0.1 m/s); 
# FHNH     = Uurvak waarin FHN is gemeten; 
# TG       = Etmaalgemiddelde temperatuur (in 0.1 graden Celsius); 
# TN       = Minimum temperatuur (in 0.1 graden Celsius); 
# TNH      = Uurvak waarin TN is gemeten; 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# TXH      = Uurvak waarin TX is gemeten; 
# DR       = Duur van de neerslag (in 0.1 uur); 
# RH       = Etmaalsom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHX      = Hoogste uursom van de neerslag (in 0.1 mm) (-1 voor <0.05 mm); 
# RHXH     = Uurvak waarin RHX is gemeten; 
# NG       = Etmaalgemiddelde bewolking (bedekkingsgraad van de bovenlucht in achtsten, 9=bovenlucht onzichtbaar); 
# 
# STN,YYYYMMDD,   FG,  FHN, FHNH,   TG,   TN,  TNH,   TX,  TXH,   DR,   RH,  RHX, RHXH,   NG
# 
  344,20120516,   46,   10,   20,   85,   39,   24,  123,   15,    4,   21,   21,    3,    4
  344,20120517,   38,   30,    1,  115,   53,    1,  152,   16,    0,    0,    0,    1,    4
  344,20120518,   43,   20,   18,  139,  100,    4,  193,   12,    3,    3,    3,   17,    7
  344,20120519,   29,   10,    1,  147,  103,   24,  196,   12,    0,    0,    0,    1,    4
  344,20120520,   28,   10,   21,  150,  105,    1,  214,   16,   25,   51,   31,    3,    5
  344,20120521,   27,   10,    1,  157,  105,    2,  201,   15,    0,    0,    0,    1,    4
  344,20120522,   30,   20,    1,  176,  124,   24,  253,   12,    0,    0,    0,    1,    3
  344,20120523,   20,   10,    4,  187,  119,    1,  261,   13,    0,    0,    0,    1,    1
  344,20120524,   29,   10,    1,  217,  135,    5,  288,   16,    0,    0,    0,    1,    2
  344,20120525,   70,   50,    1,  211,  155,    5,  269,   15,    0,    0,    0,    1,    0
  344,20120526,   44,   10,    4,  203,  131,    5,  261,   14,    0,    0,    0,    1,    0
  344,20120527,   30,   10,    5,  201,  124,    3,  275,   14,    0,    0,    0,    1,    0
  344,20120528,   26,   10,    1,  162,   96,   24,  222,   14,    0,    0,    0,    1,    1
  344,20120529,   20,   10,    2,  126,   91,   24,  169,   15,   15,   35,   21,    9,    5
  344,20120530,   20,    0,    3,  161,   86,    1,  223,   14,    0,    0,    0,    1,    2
  344,20120531,   43,   10,    1,  143,  116,   22,  165,   16,   24,   72,   42,   18,    7
  344,20120601,   24,   10,   22,  124,   76,   24,  153,   16,    8,    5,    5,   10,     
  344,20120602,   27,    0,    4,  125,   52,    4,  174,   16,    0,    0,    0,    1,    4
  344,20120603,   38,   10,   19,   94,   83,    8,  115,    1,   88,  101,   44,    6,    8
  344,20120604,   43,   10,    1,   88,   55,   24,  126,   17,  108,  157,   32,   11,    6
  344,20120605,   27,   10,   10,  122,   38,    3,  165,   15,    8,    1,    1,   24,    6
  344,20120606,   53,   20,   22,  147,  109,    4,  190,   17,  103,   69,   27,   21,    6
  344,20120607,   43,   20,   17,  163,  125,    4,  207,   14,   15,   17,   11,   16,    6
  344,20120608,   93,   30,    1,  153,  123,   24,  194,   15,    5,    7,    4,   11,    5
  344,20120609,   82,   40,   24,  130,  111,    6,  150,   15,   31,   21,    8,    8,    8
  344,20120610,   29,   20,   13,  151,  101,    5,  197,   12,    0,   -1,   -1,    1,    5
  344,20120611,   31,   10,   23,  151,  126,    2,  211,   14,   44,  186,  124,   16,    7
  344,20120612,   32,   10,    1,  133,  106,   24,  155,   14,   13,   16,   14,    4,    8
  344,20120613,   27,    0,   24,  115,   67,   24,  154,   15,    0,    0,    0,    1,    6
  344,20120614,   21,    0,    1,  130,   56,    4,  175,   14,    0,    0,    0,    1,    4
  344,20120615,   51,   30,    1,  154,  129,    1,  184,   15,   61,   96,   35,    7,    8
  344,20120616,   65,   40,    6,  164,  140,   24,  192,   14,   21,   32,   12,    3,    5
  344,20120617,   58,   10,   19,  160,  118,   24,  200,   14,    0,   -1,   -1,    1,    7
  344,20120618,   33,   10,   22,  141,   96,   24,  176,   14,   35,  130,   80,    7,    5
  344,20120619,   19,    0,    2,  148,   80,    3,  198,   12,    0,    0,    0,    1,    3
  344,20120620,   35,    0,    4,  173,   96,    4,  222,   12,    0,    0,    0,    1,    3
  344,20120621,   50,   20,    2,  176,  132,    3,  235,   16,   18,  112,   75,   19,    6
  344,20120622,   93,   70,    4,  152,  110,   14,  184,   13,   11,   71,   62,   14,    6
  344,20120623,   70,   40,   23,  154,  127,    4,  189,   14,    0,    0,    0,    1,    6
  344,20120624,   59,   20,    5,  139,  119,   20,  163,   14,   94,  132,   29,   24,    7
  344,20120625,   42,   10,   21,  138,   93,   23,  171,   13,    0,    0,    0,    1,    5
  344,20120626,   18,    0,    3,  171,   86,    4,  218,   14,    0,    0,    0,    1,    3
  344,20120627,   39,   10,   23,  182,  161,   24,  208,   12,    0,    0,    0,    1,    8
  344,20120628,   40,   10,    1,  227,  161,    1,  288,   16,    0,   -1,   -1,    1,    6
  344,20120629,   45,   20,   21,  189,  166,    5,  222,   13,    0,    0,    0,    1,    6
  344,20120630,   48,   30,    1,  181,  146,   21,  228,   13,   32,   37,   24,    1,    6
  344,20120701,   63,   30,   24,  150,  117,   24,  184,   11,    5,    4,    3,   13,    4
  344,20120702,   38,   10,   22,  174,  114,    1,  222,   15,    0,    0,    0,    1,    3
  344,20120703,   26,    0,    1,  192,  147,    2,  229,   17,    0,    0,    0,    1,    8
  344,20120704,   30,   10,    3,  218,  171,    3,  274,   15,    2,    1,    1,   24,    7
  344,20120705,   20,   10,    1,  211,  170,    3,  263,   16,   28,   40,   30,   24,    6
  344,20120706,   36,   10,    2,  184,  130,   23,  234,   16,   32,  107,   87,    1,    5
  344,20120707,   38,   10,   20,  187,  139,    1,  239,   15,    9,    6,    4,   20,    5
  344,20120708,   44,   20,    1,  172,  151,   24,  197,   12,   52,   69,   33,   12,    7
  344,20120709,   57,   30,    2,  168,  135,    2,  192,   14,    0,    0,    0,    1,    7
  344,20120710,   54,   40,    1,  166,  144,    1,  197,   11,    2,    3,    3,   16,    7
  344,20120711,   68,   50,    7,  158,  134,    7,  192,   15,   46,  126,   33,    7,    6
  344,20120712,   45,   10,   21,  150,  110,    5,  181,   15,   49,   67,   28,    5,    5
  344,20120713,   55,   40,    1,  157,  135,    1,  199,   14,   83,   43,    8,    2,    8
  344,20120714,   44,   10,   21,  148,  130,   23,  179,   14,   53,   81,   28,   12,    8
  344,20120715,   30,   10,    1,  146,  104,    5,  181,   14,   25,  104,   51,   11,    6
  344,20120716,   66,   30,    2,  153,  138,   10,  176,    9,  124,  212,   27,   17,    8
  344,20120717,   58,   40,    5,  174,  165,    1,  189,   11,    3,    1,    1,    4,    8
  344,20120718,   82,   60,    1,  168,  154,   21,  189,   13,   25,   48,   38,   21,    8
  344,20120719,   52,   10,   23,  152,  101,   24,  177,   14,   40,   72,   19,   12,    7
  344,20120720,   20,   10,    3,  143,   92,   24,  184,   12,    0,   -1,   -1,    1,    6
  344,20120721,   20,    0,   22,  136,   91,    1,  186,   13,    5,    1,    1,    5,    5
  344,20120722,   10,    0,    1,  159,   79,    4,  213,   14,    0,    0,    0,    1,    1
  344,20120723,   29,   10,   21,  204,  131,    1,  259,   18,    0,    0,    0,    1,    0
  344,20120724,   19,    0,   24,  213,  119,    5,  276,   15,    0,    0,    0,    1,    0
  344,20120725,   18,    0,    1,  217,  134,    5,  276,   14,    0,    0,    0,    1,    0
  344,20120726,   30,   10,    2,  210,  153,    2,  266,   16,    0,    0,    0,    1,    0
  344,20120727,   20,   10,    8,  205,  160,    4,  277,   12,   45,   83,   46,   21,    5
  344,20120728,   21,   10,    5,  178,  130,   24,  222,   15,    1,    1,    1,   18,    6
  344,20120729,   41,   10,   20,  164,  127,    2,  196,   15,    8,   36,   29,   20,    5
  344,20120730,   54,   30,    2,  155,  115,    3,  185,   15,   37,   97,   32,    3,    5
  344,20120731,   37,   20,    2,  156,  115,    2,  176,   14,   16,   14,    5,   17,    7
  344,20120801,   34,   10,   23,  204,  143,    4,  270,   14,   31,   37,   20,   21,    4
  344,20120802,   43,   20,    1,  178,  143,   23,  208,   14,   19,   51,   23,    2,    5
  344,20120803,   35,   10,    4,  182,  150,   24,  227,   16,    9,   36,   30,    3,    5
  344,20120804,   36,   10,   19,  181,  145,    5,  231,   14,    5,    6,    6,    8,    6
  344,20120805,   20,   10,    4,  178,  149,    5,  231,   13,   20,  130,   78,   15,    7
  344,20120806,   60,   40,    1,  172,  156,   24,  199,   15,    3,    8,    5,   11,    7
  344,20120807,   55,   40,   17,  162,  150,    1,  188,   12,   43,  118,   51,    8,    8
  344,20120808,   25,   10,   21,  164,  126,    3,  196,   16,    3,    1,    1,   10,    7
  344,20120809,   20,    0,    5,  166,  107,    4,  220,   15,    0,    0,    0,    1,    2
  344,20120810,   18,    0,    3,  160,   97,    4,  215,   15,    0,    0,    0,    1,    1
  344,20120811,   30,   10,    2,  162,   99,    4,  211,   14,    0,    0,    0,    1,    3
  344,20120812,   48,   30,    1,  190,  121,    1,  241,   16,    0,    0,    0,    1,    0
  344,20120813,   20,   10,   16,  199,  156,    5,  249,   17,    4,   20,   16,    8,    6
  344,20120814,   18,   10,    1,  213,  161,    5,  257,   11,    8,    3,    2,    1,    5
  344,20120815,   46,   20,    1,  218,  156,    5,  292,   14,    1,    2,    2,   19,    4
  344,20120816,   27,   10,    2,  191,  134,    2,  237,   16,    0,    0,    0,    1,    4
  344,20120817,   33,    0,   21,  226,  162,    2,  285,   15,    0,    0,    0,    1,    4
  344,20120818,   31,   10,   19,  252,  193,    3,  333,   16,    0,    0,    0,    1,    1
  344,20120819,   30,   10,    1,  248,  186,    5,  319,   14,    1,    6,    6,   21,    3
  344,20120820,   27,   10,   21,  208,  160,   24,  246,   11,    0,    0,    0,    1,    2
  344,20120821,   25,   10,    1,  197,  142,    2,  249,   12,    0,   -1,   -1,    1,    5
  344,20120822,   53,   40,    1,  180,  159,   21,  211,   14,    0,    0,    0,    1,    3
  344,20120823,   29,   10,   20,  179,  145,    5,  218,   15,    0,    0,    0,    1,    3
  344,20120824,   24,   10,    4,  186,  138,    4,  238,   13,   17,   19,   14,   22,    7
  344,20120825,   70,   40,    1,  179,  156,    2,  204,   13,   19,   47,   23,   14,    7
  344,20120826,   45,   10,   22,  162,  109,   23,  199,   12,   42,  182,   62,    1,    6
  344,20120827,   40,   10,    1,  183,  109,    2,  224,   15,    0,   -1,   -1,    1,    4
  344,20120828,   40,   20,    2,  181,  145,   21,  219,   13,    8,   24,   24,    1,    4
  344,20120829,   42,   20,    3,  181,  119,    4,  241,   12,   18,   16,   13,   23,    3
  344,20120830,   41,   20,   20,  160,  130,   23,  205,   13,   32,   89,   29,   13,    5
  344,20120831,   56,   10,   20,  139,   89,   23,  177,   11,   49,  139,   60,    2,    7
  344,20120901,   23,   10,    3,  152,   89,    6,  191,   15,    0,    0,    0,    1,    4
  344,20120902,   35,   10,   22,  167,  137,    3,  202,   14,    0,    0,    0,    1,    6
  344,20120903,   13,    0,    6,  180,  125,   24,  229,   13,    0,    0,    0,    1,    3
  344,20120904,   21,    0,    3,  176,  114,    4,  235,   14,    0,    0,    0,    1,    3
  344,20120905,   25,   10,    1,  156,  124,    5,  192,   12,    0,    0,    0,    1,    5
  344,20120906,   25,    0,    3,  153,  111,    2,  190,   14,    0,    0,    0,    1,    2
  344,20120907,   37,   10,   21,  173,  132,    5,  217,   13,    0,    0,    0,    1,    1
  344,20120908,   15,   10,    1,  183,  127,    2,  249,   15,    0,    0,    0,    1,    2
  344,20120909,   28,   10,    1,  198,   98,    5,  275,   14,    0,    0,    0,    1,    0
  344,20120910,   45,   30,    4,  190,  164,    4,  227,   15,    1,    1,    1,    7,    5
  344,20120911,   41,   10,   20,  158,  108,   21,  187,   13,    3,    4,    4,   10,    7
  344,20120912,   45,   20,    1,  135,   97,    6,  169,   14,   17,   30,   20,   23,    5
  344,20120913,   35,   20,    2,  141,  122,    3,  174,   14,    0,    0,    0,    1,    7
  344,20120914,   60,   30,   23,  154,  127,    2,  181,   13,   14,    8,    6,   10,    7
  344,20120915,   33,   20,    1,  146,  108,   21,  183,   13,    0,    0,    0,    1,    3
  344,20120916,   46,   30,    1,  155,  117,    1,  190,   15,    0,    0,    0,    1,    4
  344,20120917,   48,   30,    3,  168,  144,   24,  198,   14,    5,    8,    8,    8,    7
  344,20120918,   43,   10,   20,  134,   77,   23,  170,   12,   22,   50,   25,    6,    6
  344,20120919,   38,   10,    6,  112,   71,   22,  155,   12,    8,   17,   13,   23,    3
  344,20120920,   38,   20,    8,  126,   82,    4,  169,   15,   23,   14,    7,    7,    6
  344,20120921,   29,   20,   14,  134,  109,   20,  170,   13,   10,    5,    3,   24,    7
  344,20120922,   23,    0,   20,  110,   54,   24,  158,   14,   21,   27,   15,    4,    2
  344,20120923,   48,   10,    1,   97,   41,    5,  132,   12,   26,   70,   39,   17,    6
  344,20120924,   77,   30,    5,  145,  101,    1,  216,   12,   45,  148,   45,   13,    7
  344,20120925,   68,   50,   23,  136,  114,    6,  177,   14,   23,   78,   36,   15,    6
  344,20120926,   58,   40,   18,  138,  121,   22,  168,   13,    0,   -1,   -1,    1,    6
  344,20120927,   38,   20,   18,  129,   75,   22,  167,   12,   17,   44,   25,   17,    6
  344,20120928,   60,   40,    1,  141,  116,    1,  168,   12,    6,    6,    3,   23,    7
  344,20120929,   43,   20,   22,  130,   94,   21,  159,   11,   15,   10,    8,    3,    5
  344,20120930,   50,   20,    4,  128,   72,    4,  167,   13,    0,    0,    0,    1,    2
  344,20121001,   56,   30,    2,  143,  115,    4,  177,   12,   32,   19,    8,   17,    7
  344,20121002,   54,   40,    5,  147,  125,    6,  174,   13,   11,   12,    9,    2,    5
  344,20121003,   65,   50,   23,  130,  111,   22,  148,   14,   77,   49,   18,    9,    8
  344,20121004,   54,   30,    7,  123,  104,    7,  148,   15,   55,  107,   34,    6,    6
  344,20121005,   61,   10,   24,  130,   98,   24,  161,   10,  114,  130,   40,    6,    8
  344,20121006,   21,    0,   24,  104,   51,   24,  156,   14,   84,  141,   38,    6,    5
  344,20121007,   19,   10,    1,   93,   43,    6,  154,   14,    0,    0,    0,    1,    2
  344,20121008,   23,   10,    1,   94,   35,   24,  137,   15,    0,   -1,   -1,    1,    5
  344,20121009,   11,    0,    5,   84,   27,    3,  143,   13,    0,    0,    0,    1,    5
  344,20121010,   15,   10,    1,   96,   36,   23,  143,   14,    0,    0,    0,    1,    5
  344,20121011,   43,   20,    1,  103,   38,    1,  144,   14,    4,    7,    7,   24,    2
  344,20121012,   59,   30,   22,  119,   82,   22,  144,    6,   78,  115,   40,    4,    7
  344,20121013,   42,   30,    4,   93,   77,   24,  111,   14,  101,  166,   38,   11,    8
  344,20121014,   45,   30,    1,   90,   66,    1,  122,   15,   67,  143,   30,   10,    6
  344,20121015,   50,   10,    2,  106,   71,    7,  131,   10,   15,   14,    8,    1,    5
  344,20121016,   74,   40,   23,  114,   91,    7,  147,   13,   23,   29,   22,    7,    4
  344,20121017,   56,   30,    2,  123,   82,    3,  156,   13,   21,   18,   10,    8,    7
  344,20121018,   33,   10,   15,  146,  131,    1,  160,   11,   66,  100,   27,   24,    8
  344,20121019,   27,   10,    1,  167,  126,    3,  206,   13,   31,   35,   20,    1,    7
  344,20121020,   26,   10,   13,  145,  130,   24,  163,    1,   13,    4,    3,    5,    8
  344,20121021,   46,   20,   21,  128,  111,    6,  140,   16,   22,    8,    5,    2,    8
  344,20121022,   20,   10,   11,  156,  126,    7,  209,   14,    0,    0,    0,    1,    6
  344,20121023,   26,   10,    1,  144,  122,   24,  181,   13,    0,    0,    0,    1,    6
  344,20121024,   35,   20,    1,  124,  104,    6,  146,   13,    4,    1,    1,   11,    8
  344,20121025,   31,   20,    1,  109,   87,   24,  128,   14,   12,    3,    2,   22,    8
  344,20121026,   43,   10,   23,   56,  -10,   24,   93,    1,    0,    0,    0,    1,    6
  344,20121027,   31,   10,    1,   34,  -18,    2,   85,   14,    0,   -1,   -1,    1,    1
  344,20121028,   42,   10,    1,   52,  -26,    6,   97,   13,    2,    1,    1,   20,    6
  344,20121029,   63,   40,   23,   85,   64,    4,  100,   14,   95,  119,   20,   24,    8
  344,20121030,   23,   10,    3,   73,   46,   22,   96,   15,   47,  105,   60,    1,    6
  344,20121031,   58,   40,    1,   87,   59,    5,  122,   13,    0,    0,    0,    1,    3
  344,20121101,   73,   50,   22,   84,   67,   22,  106,   12,   50,   45,   10,   20,    7
  344,20121102,   79,   50,   16,   69,   56,    3,   90,   14,   16,   16,    8,   17,    5
  344,20121103,   58,   30,   20,   73,   57,   21,   96,   14,   23,   15,    6,   11,    5
  344,20121104,   54,   20,   14,   67,   24,    8,   89,   17,   37,  103,   46,   14,    5
  344,20121105,   29,   10,    6,   71,   30,   24,  106,   11,   26,   46,   14,   21,    6
  344,20121106,   45,   10,    1,   71,   13,    4,  108,   12,   95,  105,   18,   20,    5
  344,20121107,   57,   30,    5,  103,   95,   17,  112,    4,   24,    4,    1,    1,    8
  344,20121108,   57,   30,   20,  105,   97,    1,  123,   13,    3,    2,    2,   10,    8
  344,20121109,   42,   30,    1,   97,   85,   21,  112,   15,    2,    1,    1,   23,    7
  344,20121110,   43,   30,   24,  103,   85,   24,  117,   19,   47,   42,   16,   23,    8
  344,20121111,   39,   30,    4,   81,   60,    7,  110,   12,   23,   36,   13,    2,    4
  344,20121112,   48,   30,    2,   68,   51,    9,   81,   21,   10,    4,    4,   24,    7
  344,20121113,   44,   20,   21,   91,   74,    1,  104,   15,   29,    5,    2,    1,    8
  344,20121114,   22,   10,    5,   78,    9,   24,  119,   13,    0,    0,    0,    1,    3
  344,20121115,   22,   10,    1,   33,  -12,    4,   58,   15,    0,    0,    0,    1,    6
  344,20121116,   32,   20,    1,   43,   34,    4,   53,   14,    0,    0,    0,    1,    7
  344,20121117,   43,   10,   24,   62,   26,    2,   88,   22,   22,    9,    4,   22,    6
  344,20121118,   11,    0,    7,   59,   -8,   24,  104,   12,   45,   36,   13,    3,    4
  344,20121119,   32,   10,    1,   52,  -29,    6,  109,   22,    0,    0,    0,    1,    7
  344,20121120,   54,   40,    1,   99,   78,   24,  122,   13,    0,    0,    0,    1,    5
  344,20121121,   68,   40,    2,   75,   48,    8,  104,   19,   16,    9,    7,   15,    7
  344,20121122,   65,   40,    3,   81,   64,   22,  111,   14,    0,    0,    0,    1,    1
  344,20121123,   45,   10,   22,   62,    7,   24,   84,   13,   44,   50,   19,    8,    7
  344,20121124,   31,   10,    1,   44,   -8,    7,   96,   24,   61,   48,   14,   17,    8
  344,20121125,  105,   60,    1,  103,   75,   24,  128,    5,   24,   17,    5,    9,    6
  344,20121126,   47,   20,   19,   85,   65,    5,  110,   15,   13,    6,    2,   16,    8
  344,20121127,   29,    0,   22,   68,   23,   23,   87,   11,    1,    1,    1,    8,    7
  344,20121128,   24,    0,    1,   61,   25,    1,   92,   12,   10,    9,    6,   14,    7
  344,20121129,   23,   10,   19,   35,   -4,   21,   73,   12,    9,    6,    3,   18,    5
  344,20121130,   23,   10,    1,   25,  -25,    6,   70,   12,   15,   18,    8,   16,    5
  344,20121201,   46,   10,    2,   39,   18,    6,   59,   11,   96,  109,   26,   16,    7
  344,20121202,   31,   10,   15,   32,   -4,   18,   68,   13,   88,   93,   15,    2,    6
  344,20121203,   52,   10,    1,   40,   -2,    2,   83,   17,   61,   52,   16,   10,    6
  344,20121204,   49,   10,   21,   50,   18,   24,   68,   10,   64,   96,   27,   19,    7
  344,20121205,   27,    0,    8,   17,   -1,   24,   38,   13,   23,   29,   17,   15,    7
  344,20121206,   44,   10,    8,   14,  -24,    8,   50,   12,   14,    7,    2,    3,    6
  344,20121207,   56,   30,   14,   10,    0,    6,   24,    4,   68,  107,   28,    7,    8
  344,20121208,   27,    0,    9,    4,  -49,    9,   36,   24,   10,    1,    1,   24,    3
  344,20121209,   79,   50,    6,   64,   35,    1,   85,   14,  112,  102,   19,   24,    7
  344,20121210,   57,   20,   21,   34,  -11,   22,   63,    1,   22,   16,    4,    1,    5
  344,20121211,   25,   10,   12,    6,  -23,    2,   40,   13,    6,    2,    1,   19,    4
  344,20121212,   47,   30,   20,   26,   -5,   24,   52,   12,    0,   -1,   -1,    1,    7
  344,20121213,   30,   20,    6,   -3,  -21,    6,   17,   24,    0,   -1,   -1,   23,    8
  344,20121214,   65,   30,    1,   59,   16,    1,  100,   20,   49,  103,   37,   15,    8
  344,20121215,   70,   50,   23,   84,   69,    9,   95,    1,   13,    8,    3,   23,    6
  344,20121216,   56,   40,   15,   72,   58,   21,   81,   15,   26,   24,    9,    1,    7
  344,20121217,   43,   30,   20,   64,   30,   24,   83,   14,   30,   31,   16,   11,    7
  344,20121218,   23,   10,   19,   58,   43,    4,   77,   13,   17,   16,   13,    9,    8
  344,20121219,   27,    0,    2,   53,   29,   24,   67,   14,    0,    0,    0,    1,    7
  344,20121220,   71,   50,    1,   30,   27,    1,   36,   11,  128,   68,    9,   15,    7
  344,20121221,   33,   10,    7,   65,   30,    1,   94,   13,   37,    9,    3,    3,    8
  344,20121222,   57,   40,    1,   77,   62,    6,  114,   24,  138,  224,   51,   23,    8
  344,20121223,   95,   60,   19,  113,   99,   24,  125,    9,   71,   76,   26,    4,    8
  344,20121224,   64,   30,    5,  100,   78,    9,  122,   19,   64,   32,   12,   24,    8
  344,20121225,   65,   30,    3,   87,   73,    7,  106,   13,  102,  125,   21,    4,    8
  344,20121226,   70,   40,    5,   81,   59,    6,  100,   24,   30,   45,   16,   19,    7
  344,20121227,   47,   10,   15,   74,   39,   22,   99,    1,   46,   27,   10,   16,    6
  344,20121228,   53,   10,    1,   74,   48,    2,  104,   24,   35,   18,    7,   13,    8
  344,20121229,   83,   60,    1,  107,   87,   24,  120,   16,    6,    2,    2,   21,    7
  344,20121230,   94,   80,    8,   79,   58,    8,   95,   22,    9,   23,   17,    2,    7
  344,20121231,   99,   90,    3,   93,   83,    6,  102,   15,   75,   50,   13,   20,    8
  344,20130101,   55,   20,    8,   74,   56,   19,   91,    5,   70,  101,   37,    6,    7
  344,20130102,   50,   30,    4,   69,   34,    8,   83,   11,   20,    6,    3,   23,    6
  344,20130103,   54,   40,   22,  101,   82,    1,  111,   13,    8,    5,    3,    1,    8
  344,20130104,   42,   30,   16,   92,   80,   23,  101,   12,   32,    8,    2,    5,    8
  344,20130105,   29,   20,    2,   82,   76,   16,   88,   24,    0,   -1,   -1,   13,    8
  344,20130106,   30,   10,   19,   82,   60,   20,  112,   14,    0,    0,    0,    1,    6
  344,20130107,   43,   20,    4,   71,   59,   18,   84,   11,   20,    3,    1,    7,    8
  344,20130108,   55,   50,    2,   75,   60,    1,   86,   14,    0,    0,    0,    1,    8
  344,20130109,   43,   10,   18,   61,   15,   22,   83,   13,   61,   33,    9,   10,    8
  344,20130110,   30,   20,    1,   57,   22,   24,   86,   13,   23,   14,    9,   22,    7
  344,20130111,   21,   10,    6,    7,  -25,    7,   44,   13,    0,   -1,   -1,    1,    5
  344,20130112,   42,   20,    1,    7,  -21,   24,   32,   12,    0,    0,    0,    1,    4
  344,20130113,   39,   10,   24,  -21,  -45,    7,    8,   14,    0,    0,    0,    1,    2
  344,20130114,   35,   10,    1,  -29,  -64,    8,  -10,   13,   66,   68,   30,   24,    5
  344,20130115,   45,   10,   24,  -28,  -82,   24,  -16,   16,   59,   29,   10,    1,    7
  344,20130116,   13,    0,    4,  -73, -134,   23,  -12,   15,    0,    0,    0,    1,    0
  344,20130117,   15,   10,    2,  -62,  -98,    1,  -45,   14,    0,   -1,   -1,    1,    8
  344,20130118,   44,   10,    1,  -18,  -58,    1,   -4,   14,   27,    6,    2,    8,    7
  344,20130119,   71,   60,    1,  -39,  -54,   19,  -19,    1,    0,    0,    0,    1,    6
  344,20130120,   73,   40,   24,  -45,  -56,    9,  -16,   24,   67,   33,    8,   16,    8
  344,20130121,   38,   30,   12,  -14,  -31,    4,    1,   15,   30,    6,    2,    4,    8
  344,20130122,   29,   20,    8,  -41,  -87,   23,  -11,   14,    0,    0,    0,    1,    3
  344,20130123,   31,   10,    6,  -53,  -95,    7,  -28,   14,    0,    0,    0,    1,    5
  344,20130124,   28,   10,   11,  -47, -112,   24,   -4,   15,    0,   -1,   -1,    7,    4
  344,20130125,   32,    0,    2,  -58, -129,    3,  -18,   12,    0,    0,    0,    1,    4
  344,20130126,   61,   50,   16,   -9,  -35,    7,   20,   24,   27,   10,    5,   11,    7
  344,20130127,   77,   50,   18,   42,   18,    1,   67,   15,   85,   97,   25,    9,    5
  344,20130128,   77,   50,    3,   57,   33,    4,   91,   24,   37,   30,    8,    7,    5
  344,20130129,  110,   70,   12,  108,   88,    1,  131,   23,   68,   62,   20,   14,    8
  344,20130130,   98,   40,    9,   98,   70,   24,  132,    1,   69,  154,   48,    7,    6
  344,20130131,   98,   80,    4,   77,   64,   10,   99,   13,   13,   19,   14,   10,    4
  344,20130201,   44,   10,   13,   50,   14,   21,   77,    4,   87,   62,   12,   11,    7
  344,20130202,   58,   30,    2,   42,   22,   22,   61,   13,   35,   37,   10,    1,    5
  344,20130203,   62,   20,    4,   50,   17,    7,   77,   20,   26,   11,    6,   14,    7
  344,20130204,   78,   60,    2,   80,   64,   24,   98,   11,   13,   13,   12,    7,    7
  344,20130205,   72,   40,   19,   37,    4,   24,   65,    1,   35,   59,   33,    5,    7
  344,20130206,   46,   20,    3,   29,    4,    1,   64,   14,   44,   51,   16,    2,    6
  344,20130207,   49,   20,   20,   28,   -2,   20,   56,   11,   22,   31,    7,   13,    6
  344,20130208,   22,   10,    2,    8,  -30,   23,   48,   13,   14,   26,   18,    1,    5
  344,20130209,   36,    0,    1,    6,  -27,    2,   38,   14,   23,    5,    1,   18,    8
  344,20130210,   65,   40,    3,    2,  -12,   24,   18,   15,   13,   12,   10,    1,    4
  344,20130211,   73,   50,   21,  -10,  -23,    4,    7,   17,    0,   -1,   -1,   15,    5
  344,20130212,   35,   10,   18,  -11,  -36,    6,    3,   12,    0,    0,    0,    1,    6
  344,20130213,   30,   10,    6,    0,  -27,    4,   35,   14,    0,    0,    0,    1,    4
  344,20130214,   62,   30,   22,    1,  -13,   10,   24,   24,   66,   47,   11,   10,    7
  344,20130215,   24,   10,    6,   42,   14,    3,   83,   13,    3,    1,    1,    8,    7
  344,20130216,   10,    0,   18,   48,   20,    6,   78,   14,    0,   -1,   -1,    1,    8
  344,20130217,   28,   10,    1,   36,  -10,   24,   77,   14,    0,    0,    0,    1,    3
  344,20130218,   14,    0,   22,   20,  -25,    8,   80,   13,    0,    0,    0,    1,    2
  344,20130219,   28,   10,    1,   30,  -32,    3,   63,   13,   10,    2,    2,   17,    7
  344,20130220,   51,   40,    3,   -2,  -28,   21,   28,   14,    0,    0,    0,    1,    2
